ID;Data Adicionada;Última Alteração;Último Editor;Empresa Doadora;Empresa Recebedora;Tipo;Algoritmo;Jornal;Viés;Nota
15;2035-07-30T15:00:00;2035-07-30T15:00:00;Melinda Manning;Sanchez-Moreno;Sustainable_nets;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9738
16;2035-07-30T05:00:00;2035-07-30T05:00:00;Olokun Daramola;Sanchez-Moreno;Sustainable_nets;Event.Invest;ShadGPT;The News Buoy;Positivo;0.9584
0;2035-03-13T19:00:00;2035-03-13T19:00:00;Junior Shurdlu;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;Haacklee Herald;Positivo;0.992
1;2035-03-19T22:00:00;2035-03-19T22:00:00;Olokun Daramola;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;The News Buoy;Positivo;0.9786
2;2035-04-10T12:00:00;2035-04-10T12:00:00;Jack Inch;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;Haacklee Herald;Positivo;0.992
3;2035-05-06T01:00:00;2035-05-06T01:00:00;Olokun Daramola;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;Haacklee Herald;Positivo;0.992
4;2035-05-06T12:00:00;2035-05-06T12:00:00;Niklaus Oberon;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;Lomark Daily;Positivo;0.989
5;2035-05-06T13:00:00;2035-05-06T13:00:00;Kristin Baker;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;The News Buoy;Positivo;0.9786
6;2035-05-23T18:00:00;2035-05-23T18:00:00;Melinda Manning;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;Haacklee Herald;Positivo;0.992
7;2035-05-23T04:00:00;2035-05-23T04:00:00;Greta Grass-Hill;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;Lomark Daily;Positivo;0.989
8;2035-05-23T16:00:00;2035-05-23T16:00:00;Urashima Tarō;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;The News Buoy;Positivo;0.9786
9;2035-05-26T15:00:00;2035-05-26T15:00:00;Olokun Daramola;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;Lomark Daily;Positivo;0.989
10;2035-05-27T00:00:00;2035-05-27T00:00:00;Clepper Jessen;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;The News Buoy;Positivo;0.9786
11;2035-06-02T03:00:00;2035-06-02T03:00:00;Melinda Manning;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;Lomark Daily;Positivo;0.989
12;2035-06-02T18:00:00;2035-06-02T18:00:00;Pelagia Alethea Mordoch;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;The News Buoy;Positivo;0.9786
13;2035-06-10T03:00:00;2035-06-10T03:00:00;Junior Shurdlu;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;Haacklee Herald;Positivo;0.992
14;2035-06-10T05:00:00;2035-06-10T05:00:00;Jack Inch;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;Lomark Daily;Positivo;0.989
15;2035-07-11T09:00:00;2035-07-11T09:00:00;Greta Grass-Hill;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;Haacklee Herald;Positivo;0.992
16;2035-07-11T03:00:00;2035-07-11T03:00:00;Kristin Baker;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;Lomark Daily;Positivo;0.989
17;2035-07-16T13:00:00;2035-07-16T13:00:00;Olokun Daramola;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;Haacklee Herald;Positivo;0.992
18;2035-07-16T21:00:00;2035-07-16T21:00:00;Olokun Daramola;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;The News Buoy;Positivo;0.9786
19;2035-07-25T22:00:00;2035-07-25T22:00:00;Jack Inch;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;Lomark Daily;Positivo;0.989
20;2035-07-25T10:00:00;2035-07-25T10:00:00;Harvey Janus;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;The News Buoy;Positivo;0.9786
21;2035-07-27T01:00:00;2035-07-27T01:00:00;Urashima Tarō;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;The News Buoy;Positivo;0.9786
22;2035-07-30T15:00:00;2035-07-30T15:00:00;Melinda Manning;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;Haacklee Herald;Positivo;0.9738
23;2035-07-30T21:00:00;2035-07-30T21:00:00;Greta Grass-Hill;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;BassLine;Lomark Daily;Positivo;0.9628
24;2035-07-30T05:00:00;2035-07-30T05:00:00;Olokun Daramola;Sanchez-Moreno;Marine_Sanctuary;Event.Aid;ShadGPT;The News Buoy;Positivo;0.9584
0;2035-03-13T19:00:00;2035-03-13T19:00:00;Junior Shurdlu;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.992
1;2035-03-19T23:00:00;2035-03-19T23:00:00;Junior Shurdlu;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;Haacklee Herald;Positivo;0.992
2;2035-03-19T11:00:00;2035-03-19T11:00:00;Olokun Daramola;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.989
3;2035-03-19T22:00:00;2035-03-19T22:00:00;Olokun Daramola;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;The News Buoy;Positivo;0.9786
4;2035-04-10T12:00:00;2035-04-10T12:00:00;Jack Inch;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;Haacklee Herald;Positivo;0.992
5;2035-05-06T12:00:00;2035-05-06T12:00:00;Niklaus Oberon;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.989
6;2035-05-23T04:00:00;2035-05-23T04:00:00;Greta Grass-Hill;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;Lomark Daily;Positivo;0.989
7;2035-05-27T00:00:00;2035-05-27T00:00:00;Haenyeo Hyun-Ki;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.992
8;2035-05-26T15:00:00;2035-05-26T15:00:00;Olokun Daramola;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.989
9;2035-06-02T03:00:00;2035-06-02T03:00:00;Melinda Manning;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.989
10;2035-06-02T18:00:00;2035-06-02T18:00:00;Pelagia Alethea Mordoch;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;The News Buoy;Positivo;0.9786
11;2035-06-10T03:00:00;2035-06-10T03:00:00;Junior Shurdlu;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.992
12;2035-06-10T05:00:00;2035-06-10T05:00:00;Jack Inch;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;Lomark Daily;Positivo;0.989
13;2035-07-11T09:00:00;2035-07-11T09:00:00;Greta Grass-Hill;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;Haacklee Herald;Positivo;0.992
14;2035-07-11T03:00:00;2035-07-11T03:00:00;Kristin Baker;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;Lomark Daily;Positivo;0.989
15;2035-07-16T21:00:00;2035-07-16T21:00:00;Olokun Daramola;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;The News Buoy;Positivo;0.9786
16;2035-07-25T14:00:00;2035-07-25T14:00:00;Olokun Daramola;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.992
17;2035-07-25T22:00:00;2035-07-25T22:00:00;Jack Inch;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;Lomark Daily;Positivo;0.989
18;2035-07-25T10:00:00;2035-07-25T10:00:00;Harvey Janus;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;The News Buoy;Positivo;0.9786
19;2035-07-27T19:00:00;2035-07-27T19:00:00;Olokun Daramola;Sanchez-Moreno;Tracking_System;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.989
20;2035-07-30T21:00:00;2035-07-30T21:00:00;Greta Grass-Hill;Sanchez-Moreno;Tracking_System;Event.Invest;BassLine;Lomark Daily;Positivo;0.9628
0;2035-03-13T19:00:00;2035-03-13T19:00:00;Junior Shurdlu;Sanchez-Moreno;Floyd-Cantu;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.992
1;2035-05-06T01:00:00;2035-05-06T01:00:00;Olokun Daramola;Sanchez-Moreno;Floyd-Cantu;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.992
0;2035-03-13T19:00:00;2035-03-13T19:00:00;Junior Shurdlu;Sanchez-Moreno;Greer-Holder;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.992
0;2035-03-13T19:00:00;2035-03-13T19:00:00;Junior Shurdlu;Sanchez-Moreno;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.992
1;2035-03-13T19:00:00;2035-03-13T19:00:00;Junior Shurdlu;Sanchez-Moreno;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.992
2;2035-03-19T11:00:00;2035-03-19T11:00:00;Olokun Daramola;Sanchez-Moreno;Cod Table;Event.Fishing;ShadGPT;Lomark Daily;Positivo;0.989
3;2035-04-10T12:00:00;2035-04-10T12:00:00;Jack Inch;Sanchez-Moreno;Cod Table;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.992
4;2035-04-10T22:00:00;2035-04-10T22:00:00;Olokun Daramola;Sanchez-Moreno;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.989
5;2035-05-27T00:00:00;2035-05-27T00:00:00;Haenyeo Hyun-Ki;Sanchez-Moreno;Cod Table;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.992
6;2035-06-02T03:00:00;2035-06-02T03:00:00;Melinda Manning;Sanchez-Moreno;Cod Table;Event.Fishing;ShadGPT;Lomark Daily;Positivo;0.989
7;2035-06-02T03:00:00;2035-06-02T03:00:00;Melinda Manning;Sanchez-Moreno;Cod Table;Event.Fishing;ShadGPT;Lomark Daily;Positivo;0.989
8;2035-06-02T18:00:00;2035-06-02T18:00:00;Pelagia Alethea Mordoch;Sanchez-Moreno;Cod Table;Event.Fishing;ShadGPT;The News Buoy;Positivo;0.9786
9;2035-07-11T09:00:00;2035-07-11T09:00:00;Greta Grass-Hill;Sanchez-Moreno;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.992
10;2035-07-11T09:00:00;2035-07-11T09:00:00;Greta Grass-Hill;Sanchez-Moreno;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.992
11;2035-07-11T09:00:00;2035-07-11T09:00:00;Greta Grass-Hill;Sanchez-Moreno;Cod Table;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.992
12;2035-07-11T08:00:00;2035-07-11T08:00:00;Clepper Jessen;Sanchez-Moreno;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;The News Buoy;Positivo;0.9786
13;2035-07-16T12:00:00;2035-07-16T12:00:00;Olokun Daramola;Sanchez-Moreno;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.989
14;2035-07-16T12:00:00;2035-07-16T12:00:00;Olokun Daramola;Sanchez-Moreno;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.989
15;2035-07-25T14:00:00;2035-07-25T14:00:00;Olokun Daramola;Sanchez-Moreno;Cod Table;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.992
16;2035-07-25T10:00:00;2035-07-25T10:00:00;Harvey Janus;Sanchez-Moreno;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9786
17;2035-07-25T10:00:00;2035-07-25T10:00:00;Harvey Janus;Sanchez-Moreno;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9786
18;2035-07-28T00:00:00;2035-07-28T00:00:00;Worf Peer;Sanchez-Moreno;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.992
19;2035-07-27T01:00:00;2035-07-27T01:00:00;Urashima Tarō;Sanchez-Moreno;Cod Table;Event.Fishing;BassLine;The News Buoy;Positivo;0.9786
20;2035-07-30T15:00:00;2035-07-30T15:00:00;Melinda Manning;Sanchez-Moreno;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9738
21;2035-07-30T15:00:00;2035-07-30T15:00:00;Melinda Manning;Sanchez-Moreno;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9738
0;2035-03-13T19:00:00;2035-03-13T19:00:00;Junior Shurdlu;Sanchez-Moreno;Craig Ltd;Event.Communication.Conference;ShadGPT;Haacklee Herald;Positivo;0.992
1;2035-07-28T00:00:00;2035-07-28T00:00:00;Worf Peer;Sanchez-Moreno;Craig Ltd;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.992
0;2035-03-13T18:00:00;2035-03-13T18:00:00;Greta Grass-Hill;Sanchez-Moreno;Castillo-Elliott;Event.Transaction;BassLine;Lomark Daily;Positivo;0.989
0;2035-03-13T18:00:00;2035-03-13T18:00:00;Greta Grass-Hill;Sanchez-Moreno;Lee-Smith;Event.Transaction;BassLine;Lomark Daily;Positivo;0.989
0;2035-03-13T18:00:00;2035-03-13T18:00:00;Greta Grass-Hill;Sanchez-Moreno;Perez-Harmon;Event.Transaction;BassLine;Lomark Daily;Positivo;0.989
0;2035-03-13T18:00:00;2035-03-13T18:00:00;Greta Grass-Hill;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.989
1;2035-03-13T08:00:00;2035-03-13T08:00:00;Pelagia Alethea Mordoch;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;ShadGPT;The News Buoy;Positivo;0.9786
2;2035-03-19T11:00:00;2035-03-19T11:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing;ShadGPT;Lomark Daily;Positivo;0.989
3;2035-03-19T22:00:00;2035-03-19T22:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9786
4;2035-04-10T12:00:00;2035-04-10T12:00:00;Jack Inch;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.992
5;2035-04-10T12:00:00;2035-04-10T12:00:00;Jack Inch;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.992
6;2035-04-10T22:00:00;2035-04-10T22:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing;BassLine;Lomark Daily;Positivo;0.989
7;2035-04-10T22:00:00;2035-04-10T22:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.989
8;2035-04-10T22:00:00;2035-04-10T22:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.989
9;2035-04-10T08:00:00;2035-04-10T08:00:00;Greta Grass-Hill;Sanchez-Moreno;Wrasse Beds;Event.Fishing;BassLine;The News Buoy;Positivo;0.9786
10;2035-04-10T08:00:00;2035-04-10T08:00:00;Greta Grass-Hill;Sanchez-Moreno;Wrasse Beds;Event.Fishing;BassLine;The News Buoy;Positivo;0.9786
11;2035-05-06T12:00:00;2035-05-06T12:00:00;Niklaus Oberon;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;ShadGPT;Lomark Daily;Positivo;0.989
12;2035-05-06T13:00:00;2035-05-06T13:00:00;Kristin Baker;Sanchez-Moreno;Wrasse Beds;Event.Fishing;ShadGPT;The News Buoy;Positivo;0.9786
13;2035-05-23T18:00:00;2035-05-23T18:00:00;Melinda Manning;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.992
14;2035-05-23T18:00:00;2035-05-23T18:00:00;Melinda Manning;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Haacklee Herald;Positivo;0.992
15;2035-05-23T16:00:00;2035-05-23T16:00:00;Urashima Tarō;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;ShadGPT;The News Buoy;Positivo;0.9786
16;2035-05-27T00:00:00;2035-05-27T00:00:00;Haenyeo Hyun-Ki;Sanchez-Moreno;Wrasse Beds;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.992
17;2035-05-27T00:00:00;2035-05-27T00:00:00;Clepper Jessen;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9786
18;2035-06-02T18:00:00;2035-06-02T18:00:00;Pelagia Alethea Mordoch;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;ShadGPT;The News Buoy;Positivo;0.9786
19;2035-06-02T18:00:00;2035-06-02T18:00:00;Pelagia Alethea Mordoch;Sanchez-Moreno;Wrasse Beds;Event.Fishing;ShadGPT;The News Buoy;Positivo;0.9786
20;2035-07-11T09:00:00;2035-07-11T09:00:00;Greta Grass-Hill;Sanchez-Moreno;Wrasse Beds;Event.Fishing;BassLine;Haacklee Herald;Positivo;0.992
21;2035-07-11T03:00:00;2035-07-11T03:00:00;Kristin Baker;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.989
22;2035-07-11T03:00:00;2035-07-11T03:00:00;Kristin Baker;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.989
23;2035-07-11T08:00:00;2035-07-11T08:00:00;Clepper Jessen;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;ShadGPT;The News Buoy;Positivo;0.9786
24;2035-07-11T08:00:00;2035-07-11T08:00:00;Clepper Jessen;Sanchez-Moreno;Wrasse Beds;Event.Fishing;ShadGPT;The News Buoy;Positivo;0.9786
25;2035-07-16T13:00:00;2035-07-16T13:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.992
26;2035-07-16T13:00:00;2035-07-16T13:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.992
27;2035-07-16T12:00:00;2035-07-16T12:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.989
28;2035-07-25T22:00:00;2035-07-25T22:00:00;Jack Inch;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.989
29;2035-07-28T00:00:00;2035-07-28T00:00:00;Worf Peer;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.992
30;2035-07-28T00:00:00;2035-07-28T00:00:00;Worf Peer;Sanchez-Moreno;Wrasse Beds;Event.Fishing;ShadGPT;Haacklee Herald;Positivo;0.992
31;2035-07-27T19:00:00;2035-07-27T19:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing.SustainableFishing;ShadGPT;Lomark Daily;Positivo;0.989
32;2035-07-27T19:00:00;2035-07-27T19:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing;ShadGPT;Lomark Daily;Positivo;0.989
33;2035-07-27T19:00:00;2035-07-27T19:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing;ShadGPT;Lomark Daily;Positivo;0.989
34;2035-07-27T19:00:00;2035-07-27T19:00:00;Olokun Daramola;Sanchez-Moreno;Wrasse Beds;Event.Fishing;ShadGPT;Lomark Daily;Positivo;0.989
0;2035-03-13T18:00:00;2035-03-13T18:00:00;Greta Grass-Hill;Sanchez-Moreno;Rasmussen, Nelson and King;Event.Transaction;BassLine;Lomark Daily;Positivo;0.989
1;2035-05-06T13:00:00;2035-05-06T13:00:00;Kristin Baker;Sanchez-Moreno;Rasmussen, Nelson and King;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.9786
0;2035-03-13T08:00:00;2035-03-13T08:00:00;Pelagia Alethea Mordoch;Sanchez-Moreno;Olsen Group;Event.Communication.Conference;ShadGPT;The News Buoy;Positivo;0.9786
1;2035-07-25T14:00:00;2035-07-25T14:00:00;Olokun Daramola;Sanchez-Moreno;Olsen Group;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.992
0;2035-03-13T08:00:00;2035-03-13T08:00:00;Pelagia Alethea Mordoch;Sanchez-Moreno;Hughes-Clark;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.9786
0;2035-03-13T08:00:00;2035-03-13T08:00:00;Pelagia Alethea Mordoch;Sanchez-Moreno;Williams-Moon;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.9786
0;2035-03-19T11:00:00;2035-03-19T11:00:00;Olokun Daramola;Sanchez-Moreno;Watson-Gray;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.989
1;2035-05-06T12:00:00;2035-05-06T12:00:00;Niklaus Oberon;Sanchez-Moreno;Watson-Gray;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.989
0;2035-03-19T11:00:00;2035-03-19T11:00:00;Olokun Daramola;Sanchez-Moreno;Jackson, Mendez and Nguyen;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.989
1;2035-06-02T03:00:00;2035-06-02T03:00:00;Melinda Manning;Sanchez-Moreno;Jackson, Mendez and Nguyen;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.989
0;2035-03-19T11:00:00;2035-03-19T11:00:00;Olokun Daramola;Sanchez-Moreno;Wong-Harrell;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.989
0;2035-03-19T11:00:00;2035-03-19T11:00:00;Olokun Daramola;Sanchez-Moreno;Hines-Douglas;Event.Communication.Conference;ShadGPT;Lomark Daily;Positivo;0.989
0;2035-04-10T12:00:00;2035-04-10T12:00:00;Jack Inch;Sanchez-Moreno;Turner-Green;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.992
0;2035-04-10T12:00:00;2035-04-10T12:00:00;Jack Inch;Sanchez-Moreno;Brown, Clarke and Martinez;Event.Communication.Conference;BassLine;Haacklee Herald;Positivo;0.992
0;2035-04-10T12:00:00;2035-04-10T12:00:00;Jack Inch;Sanchez-Moreno;Moore-Simon;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.992
0;2035-04-10T12:00:00;2035-04-10T12:00:00;Jack Inch;Sanchez-Moreno;Archer-Johnson;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.992
1;2035-05-27T00:00:00;2035-05-27T00:00:00;Clepper Jessen;Sanchez-Moreno;Archer-Johnson;Event.Transaction;BassLine;The News Buoy;Positivo;0.9786
0;2035-04-10T22:00:00;2035-04-10T22:00:00;Olokun Daramola;Sanchez-Moreno;Evans-Pearson;Event.Transaction;BassLine;Lomark Daily;Positivo;0.989
0;2035-04-10T22:00:00;2035-04-10T22:00:00;Olokun Daramola;Sanchez-Moreno;Kelly-Smith;Event.Transaction;BassLine;Lomark Daily;Positivo;0.989
1;2035-05-27T00:00:00;2035-05-27T00:00:00;Clepper Jessen;Sanchez-Moreno;Kelly-Smith;Event.Transaction;BassLine;The News Buoy;Positivo;0.9786
0;2035-04-10T22:00:00;2035-04-10T22:00:00;Olokun Daramola;Sanchez-Moreno;Fisherman's Best N.V. Express;Event.Transaction;BassLine;Lomark Daily;Positivo;0.989
0;2035-04-10T22:00:00;2035-04-10T22:00:00;Olokun Daramola;Sanchez-Moreno;Rivas-Stevens;Event.Communication.Conference;BassLine;Lomark Daily;Positivo;0.989
1;2035-05-06T13:00:00;2035-05-06T13:00:00;Kristin Baker;Sanchez-Moreno;Rivas-Stevens;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.9786
0;2035-04-10T08:00:00;2035-04-10T08:00:00;Greta Grass-Hill;Sanchez-Moreno;Glover, Moran and Johnson;Event.Communication.Conference;BassLine;The News Buoy;Positivo;0.9786
0;2035-04-10T08:00:00;2035-04-10T08:00:00;Greta Grass-Hill;Sanchez-Moreno;Cuevas PLC;Event.Transaction;BassLine;The News Buoy;Positivo;0.9786
0;2035-05-06T12:00:00;2035-05-06T12:00:00;Niklaus Oberon;Sanchez-Moreno;Jones Group;Event.Communication.Conference;ShadGPT;Lomark Daily;Positivo;0.989
